time_captured,PG_High
2006-01-03,58.86
2006-01-04,59.12
2006-01-05,59.07
2006-01-06,58.8
2006-01-09,59.09
2006-01-10,58.9
2006-01-11,59.07
2006-01-12,59.0
2006-01-13,58.92
2006-01-17,58.86
2006-01-18,58.75
2006-01-19,58.88
2006-01-20,58.56
2006-01-23,58.26
2006-01-24,58.16
2006-01-25,58.47
2006-01-26,59.0
2006-01-27,59.8
2006-01-30,59.7
2006-01-31,59.35
2006-02-01,60.02
2006-02-02,60.15
2006-02-03,60.05
2006-02-06,59.9
2006-02-07,59.81
2006-02-08,59.8
2006-02-09,59.85
2006-02-10,59.79
2006-02-13,59.67
2006-02-14,60.0
2006-02-15,60.25
2006-02-16,60.83
2006-02-17,61.03
2006-02-21,61.0
2006-02-22,62.0
2006-02-23,62.09
2006-02-24,61.73
2006-02-27,61.89
2006-02-28,61.21
2006-03-01,60.46
2006-03-02,60.02
2006-03-03,60.16
2006-03-06,59.96
2006-03-07,60.56
2006-03-08,61.33
2006-03-09,62.0
2006-03-10,62.44
2006-03-13,62.5
2006-03-14,60.68
2006-03-15,60.51
2006-03-16,59.86
2006-03-17,59.4
2006-03-20,59.38
2006-03-21,59.72
2006-03-22,59.6
2006-03-23,59.4
2006-03-24,58.95
2006-03-27,58.62
2006-03-28,58.28
2006-03-29,57.98
2006-03-30,58.1
2006-03-31,58.3
2006-04-03,58.36
2006-04-04,58.48
2006-04-05,58.1
2006-04-06,57.92
2006-04-07,57.94
2006-04-10,57.4
2006-04-11,57.3
2006-04-12,56.5
2006-04-13,56.67
2006-04-17,56.47
2006-04-18,56.37
2006-04-19,56.08
2006-04-20,56.8
2006-04-21,56.76
2006-04-24,57.0
2006-04-25,57.52
2006-04-26,58.06
2006-04-27,58.73
2006-04-28,58.47
2006-05-01,58.67
2006-05-02,58.34
2006-05-03,56.49
2006-05-04,56.69
2006-05-05,56.24
2006-05-08,56.6
2006-05-09,56.67
2006-05-10,56.74
2006-05-11,56.65
2006-05-12,55.83
2006-05-15,55.7
2006-05-16,56.26
2006-05-17,55.92
2006-05-18,55.53
2006-05-19,55.0
2006-05-22,54.49
2006-05-23,54.99
2006-05-24,55.14
2006-05-25,55.28
2006-05-26,55.3
2006-05-30,55.02
2006-05-31,54.69
2006-06-01,54.51
2006-06-02,54.55
2006-06-05,54.04
2006-06-06,53.5
2006-06-07,54.13
2006-06-08,55.1
2006-06-09,55.0
2006-06-12,54.92
2006-06-13,55.25
2006-06-14,54.93
2006-06-15,55.09
2006-06-16,55.2
2006-06-19,56.0
2006-06-20,55.84
2006-06-21,56.19
2006-06-22,55.92
2006-06-23,56.16
2006-06-26,56.0
2006-06-27,56.0
2006-06-28,56.02
2006-06-29,57.0
2006-06-30,57.19
2006-07-03,56.41
2006-07-05,56.14
2006-07-06,56.75
2006-07-07,56.75
2006-07-10,57.13
2006-07-11,57.34
2006-07-12,57.33
2006-07-13,56.79
2006-07-14,56.36
2006-07-17,56.17
2006-07-18,55.92
2006-07-19,56.85
2006-07-20,56.99
2006-07-21,56.98
2006-07-24,56.99
2006-07-25,57.25
2006-07-26,56.77
2006-07-27,56.99
2006-07-28,57.23
2006-07-31,56.66
2006-08-01,56.07
2006-08-02,58.9
2006-08-03,59.69
2006-08-04,59.76
2006-08-07,59.47
2006-08-08,60.0
2006-08-09,59.98
2006-08-10,60.29
2006-08-11,60.45
2006-08-14,60.75
2006-08-15,60.62
2006-08-16,60.56
2006-08-17,60.64
2006-08-18,60.42
2006-08-21,60.93
2006-08-22,61.18
2006-08-23,61.45
2006-08-24,61.38
2006-08-25,61.17
2006-08-28,61.22
2006-08-29,61.39
2006-08-30,62.03
2006-08-31,62.03
2006-09-01,62.09
2006-09-05,61.69
2006-09-06,61.67
2006-09-07,62.03
2006-09-08,62.34
2006-09-11,62.1
2006-09-12,62.18
2006-09-13,61.85
2006-09-14,60.97
2006-09-15,61.75
2006-09-18,60.98
2006-09-19,60.93
2006-09-20,61.78
2006-09-21,62.02
2006-09-22,62.0
2006-09-25,62.5
2006-09-26,62.65
2006-09-27,62.85
2006-09-28,62.55
2006-09-29,62.69
2006-10-02,62.31
2006-10-03,62.5
2006-10-04,63.53
2006-10-05,63.74
2006-10-06,63.31
2006-10-09,63.04
2006-10-10,62.72
2006-10-11,62.67
2006-10-12,62.87
2006-10-13,62.19
2006-10-16,62.23
2006-10-17,62.48
2006-10-18,62.83
2006-10-19,62.56
2006-10-20,62.88
2006-10-23,63.47
2006-10-24,63.17
2006-10-25,63.4
2006-10-26,63.67
2006-10-27,63.84
2006-10-30,64.02
2006-10-31,63.53
2006-11-01,63.63
2006-11-02,63.39
2006-11-03,63.49
2006-11-06,63.75
2006-11-07,64.38
2006-11-08,64.35
2006-11-09,64.0
2006-11-10,64.0
2006-11-13,63.79
2006-11-14,63.39
2006-11-15,63.47
2006-11-16,63.81
2006-11-17,63.87
2006-11-20,63.97
2006-11-21,63.71
2006-11-22,63.64
2006-11-24,63.74
2006-11-27,63.35
2006-11-28,63.36
2006-11-29,63.24
2006-11-30,63.24
2006-12-01,63.1
2006-12-04,63.55
2006-12-05,63.96
2006-12-06,63.81
2006-12-07,64.04
2006-12-08,64.18
2006-12-11,64.03
2006-12-12,64.06
2006-12-13,63.95
2006-12-14,63.78
2006-12-15,64.24
2006-12-18,64.27
2006-12-19,64.45
2006-12-20,64.48
2006-12-21,64.5
2006-12-22,64.25
2006-12-26,64.27
2006-12-27,64.58
2006-12-28,64.62
2006-12-29,64.73
2007-01-03,64.66
2007-01-04,64.5
2007-01-05,64.0
2007-01-08,63.78
2007-01-09,63.8
2007-01-10,64.33
2007-01-11,64.8
2007-01-12,65.0
2007-01-16,65.0
2007-01-17,65.73
2007-01-18,65.65
2007-01-19,66.3
2007-01-22,66.03
2007-01-23,66.0
2007-01-24,65.74
2007-01-25,65.49
2007-01-26,65.14
2007-01-29,65.55
2007-01-30,64.79
2007-01-31,65.16
2007-02-01,65.49
2007-02-02,65.64
2007-02-05,65.42
2007-02-06,65.26
2007-02-07,64.95
2007-02-08,64.75
2007-02-09,64.82
2007-02-12,64.59
2007-02-13,64.74
2007-02-14,65.07
2007-02-15,65.4
2007-02-16,65.5
2007-02-20,65.07
2007-02-21,64.99
2007-02-22,64.73
2007-02-23,64.93
2007-02-26,64.99
2007-02-27,64.73
2007-02-28,63.77
2007-03-01,64.12
2007-03-02,63.71
2007-03-05,63.6
2007-03-06,63.07
2007-03-07,63.05
2007-03-08,62.48
2007-03-09,62.7
2007-03-12,62.4
2007-03-13,62.12
2007-03-14,61.59
2007-03-15,62.05
2007-03-16,62.16
2007-03-19,62.15
2007-03-20,62.34
2007-03-21,63.0
2007-03-22,63.9
2007-03-23,63.98
2007-03-26,63.92
2007-03-27,63.76
2007-03-28,63.48
2007-03-29,63.5
2007-03-30,63.4
2007-04-02,63.35
2007-04-03,63.44
2007-04-04,63.25
2007-04-05,63.18
2007-04-09,63.4
2007-04-10,63.54
2007-04-11,63.22
2007-04-12,63.59
2007-04-13,63.52
2007-04-16,63.8
2007-04-17,64.08
2007-04-18,63.9
2007-04-19,64.19
2007-04-20,64.0
2007-04-23,64.0
2007-04-24,63.74
2007-04-25,63.75
2007-04-26,63.48
2007-04-27,63.21
2007-04-30,64.75
2007-05-01,63.25
2007-05-02,63.21
2007-05-03,62.7
2007-05-04,62.47
2007-05-07,62.79
2007-05-08,61.97
2007-05-09,62.27
2007-05-10,62.05
2007-05-11,61.85
2007-05-14,61.9
2007-05-15,62.89
2007-05-16,63.61
2007-05-17,63.59
2007-05-18,64.43
2007-05-21,63.46
2007-05-22,63.32
2007-05-23,63.43
2007-05-24,63.4
2007-05-25,63.39
2007-05-29,63.81
2007-05-30,63.85
2007-05-31,63.92
2007-06-01,63.78
2007-06-04,63.5
2007-06-05,63.73
2007-06-06,63.6
2007-06-07,62.76
2007-06-08,63.2
2007-06-11,63.21
2007-06-12,63.0
2007-06-13,62.82
2007-06-14,62.6
2007-06-15,62.8
2007-06-18,62.5
2007-06-19,61.91
2007-06-20,62.49
2007-06-21,62.4
2007-06-22,61.97
2007-06-25,61.53
2007-06-26,61.59
2007-06-27,61.44
2007-06-28,61.8
2007-06-29,61.7
2007-07-02,61.8
2007-07-03,61.9
2007-07-05,61.93
2007-07-06,61.63
2007-07-09,61.67
2007-07-10,61.7
2007-07-11,61.67
2007-07-12,62.99
2007-07-13,63.0
2007-07-16,63.5
2007-07-17,63.46
2007-07-18,62.98
2007-07-19,63.13
2007-07-20,62.89
2007-07-23,63.71
2007-07-24,64.38
2007-07-25,63.57
2007-07-26,63.81
2007-07-27,63.41
2007-07-30,63.54
2007-07-31,63.19
2007-08-01,63.49
2007-08-02,63.59
2007-08-03,63.68
2007-08-06,65.0
2007-08-07,65.79
2007-08-08,65.75
2007-08-09,66.75
2007-08-10,65.89
2007-08-13,65.4
2007-08-14,64.45
2007-08-15,64.8
2007-08-16,64.79
2007-08-17,65.45
2007-08-20,65.8
2007-08-21,64.98
2007-08-22,65.11
2007-08-23,65.18
2007-08-24,65.95
2007-08-27,65.74
2007-08-28,65.38
2007-08-29,65.26
2007-08-30,65.31
2007-08-31,65.61
2007-09-04,65.54
2007-09-05,65.65
2007-09-06,66.28
2007-09-07,66.33
2007-09-10,66.1
2007-09-11,67.0
2007-09-12,67.4
2007-09-13,67.72
2007-09-14,67.85
2007-09-17,68.29
2007-09-18,69.07
2007-09-19,69.0
2007-09-20,69.32
2007-09-21,69.94
2007-09-24,70.0
2007-09-25,70.34
2007-09-26,70.73
2007-09-27,70.65
2007-09-28,70.49
2007-10-01,71.0
2007-10-02,71.0
2007-10-03,70.87
2007-10-04,71.07
2007-10-05,71.32
2007-10-08,70.92
2007-10-09,71.35
2007-10-10,71.75
2007-10-11,71.98
2007-10-12,72.0
2007-10-15,71.9
2007-10-16,71.55
2007-10-17,70.84
2007-10-18,71.0
2007-10-19,71.52
2007-10-22,71.12
2007-10-23,73.05
2007-10-24,71.49
2007-10-25,71.68
2007-10-26,71.76
2007-10-29,72.19
2007-10-30,69.9
2007-10-31,69.89
2007-11-01,69.85
2007-11-02,69.76
2007-11-05,70.92
2007-11-06,70.64
2007-11-07,70.98
2007-11-08,71.02
2007-11-09,71.0
2007-11-12,71.48
2007-11-13,71.76
2007-11-14,72.25
2007-11-15,72.49
2007-11-16,73.25
2007-11-19,73.29
2007-11-20,73.85
2007-11-21,73.8
2007-11-23,72.92
2007-11-26,73.55
2007-11-27,73.62
2007-11-28,74.04
2007-11-29,74.3
2007-11-30,74.6
2007-12-03,74.25
2007-12-04,73.8
2007-12-05,74.08
2007-12-06,74.24
2007-12-07,74.82
2007-12-10,74.6
2007-12-11,74.91
2007-12-12,75.18
2007-12-13,75.0
2007-12-14,74.5
2007-12-17,73.94
2007-12-18,73.65
2007-12-19,73.62
2007-12-20,73.49
2007-12-21,74.33
2007-12-24,74.44
2007-12-26,74.2
2007-12-27,74.26
2007-12-28,74.49
2007-12-31,74.26
2008-01-02,73.59
2008-01-03,73.33
2008-01-04,72.99
2008-01-07,72.67
2008-01-08,73.81
2008-01-09,73.6
2008-01-10,72.85
2008-01-11,72.3
2008-01-14,70.89
2008-01-15,70.79
2008-01-16,69.96
2008-01-17,69.46
2008-01-18,68.65
2008-01-22,65.93
2008-01-23,66.5
2008-01-24,66.78
2008-01-25,66.83
2008-01-28,65.7
2008-01-29,65.6
2008-01-30,65.93
2008-01-31,65.95
2008-02-01,66.68
2008-02-04,67.02
2008-02-05,66.31
2008-02-06,65.46
2008-02-07,66.34
2008-02-08,65.75
2008-02-11,66.03
2008-02-12,67.4
2008-02-13,67.74
2008-02-14,67.45
2008-02-15,66.9
2008-02-19,66.93
2008-02-20,66.23
2008-02-21,66.33
2008-02-22,66.4
2008-02-25,67.18
2008-02-26,67.92
2008-02-27,67.64
2008-02-28,67.1
2008-02-29,66.96
2008-03-03,66.39
2008-03-04,66.25
2008-03-05,67.16
2008-03-06,66.89
2008-03-07,66.34
2008-03-10,65.92
2008-03-11,66.75
2008-03-12,67.63
2008-03-13,67.63
2008-03-14,67.71
2008-03-17,67.65
2008-03-18,68.54
2008-03-19,68.88
2008-03-20,69.39
2008-03-24,70.0
2008-03-25,69.98
2008-03-26,69.9
2008-03-27,70.1
2008-03-28,70.04
2008-03-31,70.18
2008-04-01,71.2
2008-04-02,71.13
2008-04-03,70.6
2008-04-04,70.92
2008-04-07,70.97
2008-04-08,70.67
2008-04-09,70.3
2008-04-10,70.69
2008-04-11,70.47
2008-04-14,70.45
2008-04-15,70.4
2008-04-16,70.68
2008-04-17,68.75
2008-04-18,68.0
2008-04-21,68.02
2008-04-22,67.75
2008-04-23,67.87
2008-04-24,67.49
2008-04-25,67.27
2008-04-28,66.9
2008-04-29,66.36
2008-04-30,68.49
2008-05-01,67.48
2008-05-02,67.3
2008-05-05,66.9
2008-05-06,66.88
2008-05-07,67.03
2008-05-08,66.26
2008-05-09,65.79
2008-05-12,65.75
2008-05-13,66.12
2008-05-14,66.49
2008-05-15,66.37
2008-05-16,66.97
2008-05-19,66.97
2008-05-20,66.8
2008-05-21,66.08
2008-05-22,65.81
2008-05-23,65.75
2008-05-27,65.5
2008-05-28,65.42
2008-05-29,65.75
2008-05-30,66.13
2008-06-02,65.92
2008-06-03,65.64
2008-06-04,66.57
2008-06-05,66.82
2008-06-06,66.38
2008-06-09,66.18
2008-06-10,67.15
2008-06-11,66.82
2008-06-12,66.75
2008-06-13,66.81
2008-06-16,66.41
2008-06-17,66.26
2008-06-18,65.95
2008-06-19,65.57
2008-06-20,65.08
2008-06-23,63.6
2008-06-24,63.26
2008-06-25,64.06
2008-06-26,63.88
2008-06-27,62.62
2008-06-30,61.36
2008-07-01,62.01
2008-07-02,62.94
2008-07-03,63.89
2008-07-07,63.81
2008-07-08,63.96
2008-07-09,64.63
2008-07-10,64.32
2008-07-11,64.29
2008-07-14,64.38
2008-07-15,67.41
2008-07-16,64.16
2008-07-17,64.08
2008-07-18,63.97
2008-07-21,63.93
2008-07-22,64.7
2008-07-23,64.94
2008-07-24,65.17
2008-07-25,64.97
2008-07-28,64.45
2008-07-29,65.61
2008-07-30,66.76
2008-07-31,66.44
2008-08-01,65.98
2008-08-04,66.5
2008-08-05,68.1
2008-08-06,68.12
2008-08-07,68.2
2008-08-08,69.88
2008-08-11,69.89
2008-08-12,70.53
2008-08-13,70.24
2008-08-14,70.48
2008-08-15,71.98
2008-08-18,72.0
2008-08-19,71.72
2008-08-20,70.76
2008-08-21,70.11
2008-08-22,71.8
2008-08-25,71.43
2008-08-26,70.36
2008-08-27,70.24
2008-08-28,71.2
2008-08-29,71.08
2008-09-02,71.43
2008-09-03,71.5
2008-09-04,71.52
2008-09-05,71.07
2008-09-08,72.48
2008-09-09,72.46
2008-09-10,73.54
2008-09-11,73.16
2008-09-12,73.25
2008-09-15,73.57
2008-09-16,73.0
2008-09-17,72.02
2008-09-18,72.96
2008-09-19,72.75
2008-09-22,70.4
2008-09-23,69.64
2008-09-24,68.87
2008-09-25,70.2
2008-09-26,69.42
2008-09-29,69.5
2008-09-30,69.92
2008-10-01,71.44
2008-10-02,71.94
2008-10-03,71.8
2008-10-06,70.46
2008-10-07,69.69
2008-10-08,69.01
2008-10-09,66.58
2008-10-10,63.0
2008-10-13,63.93
2008-10-14,65.88
2008-10-15,63.89
2008-10-16,62.25
2008-10-17,63.79
2008-10-20,64.12
2008-10-21,64.29
2008-10-22,61.54
2008-10-23,61.3
2008-10-24,60.34
2008-10-27,60.5
2008-10-28,63.49
2008-10-29,63.98
2008-10-30,63.5
2008-10-31,64.93
2008-11-03,65.25
2008-11-04,66.48
2008-11-05,66.13
2008-11-06,65.47
2008-11-07,64.83
2008-11-10,65.78
2008-11-11,64.88
2008-11-12,63.5
2008-11-13,66.82
2008-11-14,66.0
2008-11-17,64.54
2008-11-18,64.49
2008-11-19,64.66
2008-11-20,63.42
2008-11-21,63.33
2008-11-24,65.0
2008-11-25,65.45
2008-11-26,63.19
2008-11-28,64.55
2008-12-01,63.8
2008-12-02,61.65
2008-12-03,63.13
2008-12-04,62.93
2008-12-05,62.93
2008-12-08,64.0
2008-12-09,62.25
2008-12-10,60.66
2008-12-11,59.86
2008-12-12,59.23
2008-12-15,59.85
2008-12-16,61.75
2008-12-17,61.39
2008-12-18,62.17
2008-12-19,61.98
2008-12-22,60.89
2008-12-23,61.0
2008-12-24,60.7
2008-12-26,61.0
2008-12-29,60.78
2008-12-30,61.47
2008-12-31,62.2
2009-01-02,62.97
2009-01-05,62.44
2009-01-06,62.95
2009-01-07,61.66
2009-01-08,61.25
2009-01-09,60.8
2009-01-12,60.42
2009-01-13,60.29
2009-01-14,59.18
2009-01-15,57.48
2009-01-16,58.25
2009-01-20,58.45
2009-01-21,58.2
2009-01-22,57.56
2009-01-23,56.61
2009-01-26,56.92
2009-01-27,57.39
2009-01-28,58.38
2009-01-29,59.0
2009-01-30,56.84
2009-02-02,54.38
2009-02-03,54.09
2009-02-04,54.45
2009-02-05,53.6
2009-02-06,54.46
2009-02-09,53.98
2009-02-10,53.46
2009-02-11,51.91
2009-02-12,51.4
2009-02-13,51.68
2009-02-17,50.94
2009-02-18,51.17
2009-02-19,52.05
2009-02-20,51.36
2009-02-23,50.49
2009-02-24,50.18
2009-02-25,50.48
2009-02-26,50.2
2009-02-27,49.11
2009-03-02,47.93
2009-03-03,47.88
2009-03-04,48.0
2009-03-05,46.81
2009-03-06,46.59
2009-03-09,45.6
2009-03-10,45.19
2009-03-11,45.74
2009-03-12,45.9
