time_captured,JNJ_Volume
2016-02-03,10141342
2016-02-04,10335542
2016-02-05,15404034
2016-02-08,14295074
2016-02-09,9936694
2016-02-10,9824593
2016-02-11,12354175
2016-02-12,9006156
2016-02-16,10339984
2016-02-17,8882893
2016-02-18,10673961
2016-02-19,9245286
2016-02-22,6910460
2016-02-23,6558473
2016-02-24,9044646
2016-02-25,8086858
2016-02-26,9048801
2016-02-29,9838423
2016-03-01,8291534
2016-03-02,9703206
2016-03-03,6917850
2016-03-04,6703094
2016-03-07,6968607
2016-03-08,7576942
2016-03-09,7433744
2016-03-10,10474640
2016-03-11,7709571
2016-03-14,7240868
2016-03-15,8476598
2016-03-16,7051015
2016-03-17,8564193
2016-03-18,14580111
2016-03-21,7610246
2016-03-22,7790933
2016-03-23,8119998
2016-03-24,6284116
2016-03-28,4726850
2016-03-29,6576909
2016-03-30,5219304
2016-03-31,8145213
2016-04-01,9036081
2016-04-04,10660767
2016-04-05,7931835
2016-04-06,6779236
2016-04-07,7795979
2016-04-08,6180265
2016-04-11,6803201
2016-04-12,8397627
2016-04-13,5736233
2016-04-14,4456508
2016-04-15,10034846
2016-04-18,7757929
2016-04-19,10293941
2016-04-20,8183216
2016-04-21,7878899
2016-04-22,7497788
2016-04-25,6129779
2016-04-26,5834999
2016-04-27,5755219
2016-04-28,6616168
2016-04-29,7735276
2016-05-02,5175703
2016-05-03,7527118
2016-05-04,5212608
2016-05-05,5370283
2016-05-06,6094602
2016-05-09,6487286
2016-05-10,8341436
2016-05-11,6635194
2016-05-12,7129256
2016-05-13,6739159
2016-05-16,6221956
2016-05-17,9133081
2016-05-18,8236390
2016-05-19,8225630
2016-05-20,7433821
2016-05-23,6458561
2016-05-24,6107548
2016-05-25,5451934
2016-05-26,3973304
2016-05-27,4646688
2016-05-31,10104705
2016-06-01,4749563
2016-06-02,7310801
2016-06-03,6881721
2016-06-06,6349758
2016-06-07,6417404
2016-06-08,5863782
2016-06-09,7375474
2016-06-10,6067428
2016-06-13,7940893
2016-06-14,6378395
2016-06-15,6371378
2016-06-16,6664815
2016-06-17,10702199
2016-06-20,5588202
2016-06-21,5493490
2016-06-22,5833754
2016-06-23,6775873
2016-06-24,13939481
2016-06-27,10896051
2016-06-28,10089587
2016-06-29,8341454
2016-06-30,11559922
2016-07-01,7051358
2016-07-05,9334141
2016-07-06,9332366
2016-07-07,6058727
2016-07-08,6129913
2016-07-11,6711586
2016-07-12,6415861
2016-07-13,5230819
2016-07-14,5322718
2016-07-15,7192765
2016-07-18,6599199
2016-07-19,11325700
2016-07-20,7334633
2016-07-21,5563937
2016-07-22,5839195
2016-07-25,4880569
2016-07-26,5589861
2016-07-27,4812634
2016-07-28,4320393
2016-07-29,7020910
2016-08-01,4615103
2016-08-02,7158693
2016-08-03,5310641
2016-08-04,4728165
2016-08-05,5146935
2016-08-08,5232469
2016-08-09,3941488
2016-08-10,4333466
2016-08-11,4051971
2016-08-12,4234841
2016-08-15,6469495
2016-08-16,11289111
2016-08-17,10442818
2016-08-18,8728000
2016-08-19,7798299
2016-08-22,6544864
2016-08-23,5603177
2016-08-24,6303942
2016-08-25,5566048
2016-08-26,6482673
2016-08-29,5074924
2016-08-30,3820510
2016-08-31,5693081
2016-09-01,4551792
2016-09-02,5770249
2016-09-06,5280652
2016-09-07,4753760
2016-09-08,4833010
2016-09-09,7957267
2016-09-12,7239795
2016-09-13,7957869
2016-09-14,6124894
2016-09-15,5814900
2016-09-16,12408779
2016-09-19,5457633
2016-09-20,5187716
2016-09-21,6337292
2016-09-22,5340466
2016-09-23,4772980
2016-09-26,5998854
2016-09-27,5349466
2016-09-28,5076091
2016-09-29,6190185
2016-09-30,7941065
2016-10-03,6098589
2016-10-04,5733934
2016-10-05,5778691
2016-10-06,4448450
2016-10-07,4799292
2016-10-10,3657049
2016-10-11,6394159
2016-10-12,4686022
2016-10-13,7387365
2016-10-14,5640519
2016-10-17,6956374
2016-10-18,12598255
2016-10-19,7400937
2016-10-20,6973009
2016-10-21,8422032
2016-10-24,6141858
2016-10-25,5594989
2016-10-26,6429241
2016-10-27,7548667
2016-10-28,8813324
2016-10-31,8552528
2016-11-01,7591930
2016-11-02,6591318
2016-11-03,6227110
2016-11-04,7160570
2016-11-07,6398177
2016-11-08,6675268
2016-11-09,16219977
2016-11-10,11905170
2016-11-11,8134783
2016-11-14,10054905
2016-11-15,7446670
2016-11-16,6594838
2016-11-17,5702591
2016-11-18,7717773
2016-11-21,5843313
2016-11-22,11649748
2016-11-23,8467037
2016-11-25,3433340
2016-11-28,9065730
2016-11-29,7799649
2016-11-30,11178468
2016-12-01,8143287
2016-12-02,6167740
2016-12-05,5451568
2016-12-06,6530358
2016-12-07,11761134
2016-12-08,7774945
2016-12-09,7672088
2016-12-12,9544614
2016-12-13,7051623
2016-12-14,9378704
2016-12-15,6738083
2016-12-16,11291124
2016-12-19,6310789
2016-12-20,5715163
2016-12-21,5907740
2016-12-22,4602309
2016-12-23,2993339
2016-12-27,3232942
2016-12-28,3278292
2016-12-29,2993622
2016-12-30,5506734
2017-01-03,5953048
2017-01-04,5828946
2017-01-05,6217214
2017-01-06,5221381
2017-01-09,5457539
2017-01-10,5312812
2017-01-11,8887197
2017-01-12,6627250
2017-01-13,4935188
2017-01-17,6255447
2017-01-18,5014570
2017-01-19,5540831
2017-01-20,7502425
2017-01-23,7989760
2017-01-24,12450307
2017-01-25,9385502
2017-01-26,10164341
2017-01-27,8886070
2017-01-30,6969430
2017-01-31,8713408
2017-02-01,7082322
2017-02-02,7826308
2017-02-03,7267569
2017-02-06,6178433
2017-02-07,5507915
2017-02-08,5271951
2017-02-09,5854606
2017-02-10,6438536
2017-02-13,5710779
2017-02-14,5539136
2017-02-15,5979679
2017-02-16,7119291
2017-02-17,8691397
2017-02-21,8595110
2017-02-22,5103903
2017-02-23,9980945
2017-02-24,10834986
2017-02-27,5946157
2017-02-28,8885513
2017-03-01,9393869
2017-03-02,6950220
2017-03-03,5593811
2017-03-06,6670681
2017-03-07,6643988
2017-03-08,7909858
2017-03-09,8571147
2017-03-10,7395375
2017-03-13,7162476
2017-03-14,7679707
2017-03-15,8360637
2017-03-16,7610720
2017-03-17,13300756
2017-03-20,5827497
2017-03-21,7578634
2017-03-22,10272668
2017-03-23,8508073
2017-03-24,6490304
2017-03-27,5004285
2017-03-28,5287559
2017-03-29,3971828
2017-03-30,4711693
2017-03-31,5657560
2017-04-03,4956532
2017-04-04,5358474
2017-04-05,5646251
2017-04-06,4324385
2017-04-07,3615126
2017-04-10,4594234
2017-04-11,4161540
2017-04-12,5556604
2017-04-13,5396539
2017-04-17,5367465
2017-04-18,13485682
2017-04-19,6993098
2017-04-20,6330136
2017-04-21,6021721
2017-04-24,5679021
2017-04-25,5089987
2017-04-26,5021839
2017-04-27,4225152
2017-04-28,4381766
2017-05-01,4556360
2017-05-02,4881641
2017-05-03,3736531
2017-05-04,3753701
2017-05-05,4139755
2017-05-08,3609058
2017-05-09,3762488
2017-05-10,4237412
2017-05-11,4095893
2017-05-12,4097060
2017-05-15,9854621
2017-05-16,7233801
2017-05-17,6480802
2017-05-18,6571254
2017-05-19,6957196
2017-05-22,4858199
2017-05-23,3973025
2017-05-24,3968185
2017-05-25,5294263
2017-05-26,4005234
2017-05-30,3665353
2017-05-31,8813511
2017-06-01,5790899
2017-06-02,6562557
2017-06-05,4634663
2017-06-06,5619093
2017-06-07,5765471
2017-06-08,8101669
2017-06-09,5993031
2017-06-12,8020951
2017-06-13,5733817
2017-06-14,7329376
2017-06-15,5264996
2017-06-16,12639630
2017-06-19,7488704
2017-06-20,5201174
2017-06-21,5841053
2017-06-22,7311037
2017-06-23,9007077
2017-06-26,5561844
2017-06-27,6120536
2017-06-28,6557871
2017-06-29,5749952
2017-06-30,5264416
2017-07-03,2930998
2017-07-05,4302669
2017-07-06,4282244
2017-07-07,4994080
2017-07-10,4019587
2017-07-11,3733072
2017-07-12,5053248
2017-07-13,4424422
2017-07-14,4383133
2017-07-17,4939384
2017-07-18,10255960
2017-07-19,5503298
2017-07-20,6088612
2017-07-21,6773546
2017-07-24,8306671
2017-07-25,6262907
2017-07-26,5382182
2017-07-27,5838110
2017-07-28,4970860
2017-07-31,5440788
2017-08-01,3837566
2017-08-02,4032147
2017-08-03,4327314
2017-08-04,3192805
2017-08-07,3010828
2017-08-08,5535804
2017-08-09,6332347
2017-08-10,5607853
2017-08-11,4270571
2017-08-14,3041064
2017-08-15,3931763
2017-08-16,4469937
2017-08-17,5741389
2017-08-18,4792761
2017-08-21,4659993
2017-08-22,4150284
2017-08-23,5129938
2017-08-24,5398432
2017-08-25,4133347
2017-08-28,5349181
2017-08-29,3277875
2017-08-30,5430781
2017-08-31,7407143
2017-09-01,3820814
2017-09-05,5154935
2017-09-06,5601903
2017-09-07,3800234
2017-09-08,4854414
2017-09-11,5724233
2017-09-12,5465190
2017-09-13,4679486
2017-09-14,6274510
2017-09-15,15522011
2017-09-18,5261593
2017-09-19,4903837
2017-09-20,8705535
2017-09-21,6051811
2017-09-22,4334862
2017-09-25,6017418
2017-09-26,4516193
2017-09-27,5761051
2017-09-28,3992740
2017-09-29,5736925
2017-10-02,4492936
2017-10-03,3900761
2017-10-04,3589047
2017-10-05,3741108
2017-10-06,2469506
2017-10-09,3751097
2017-10-10,4184588
2017-10-11,1023583
2017-10-12,5172806
2017-10-13,4106625
2017-10-16,5120140
2017-10-17,11717348
2017-10-18,6827734
2017-10-19,9181291
2017-10-20,5634523
2017-10-23,6685964
2017-10-24,6585767
2017-10-25,6563580
2017-10-26,5841067
2017-10-27,5140654
2017-10-30,6034336
2017-10-31,4832136
2017-11-01,5006771
2017-11-02,3494055
2017-11-03,2736951
2017-11-06,4220666
2017-11-07,4201853
2017-11-08,4440729
2017-11-09,3517130
2017-11-10,4240786
2017-11-13,4322275
2017-11-14,4078239
2017-11-15,4811462
2017-11-16,4193806
2017-11-17,4247381
2017-11-20,4266264
2017-11-21,5660581
2017-11-22,3917467
2017-11-24,2606832
2017-11-27,3933071
2017-11-28,5052825
2017-11-29,5851449
2017-11-30,8941892
2017-12-01,5990487
2017-12-04,5916688
2017-12-05,6745335
2017-12-06,5591702
2017-12-07,4713177
2017-12-08,5101341
2017-12-11,4358620
2017-12-12,8016720
2017-12-13,6118375
2017-12-14,5337934
2017-12-15,12516980
2017-12-18,5833232
2017-12-19,6580136
2017-12-20,6289782
2017-12-21,6284711
2017-12-22,4665587
2017-12-26,3271087
2017-12-27,3753629
2017-12-28,2484959
2017-12-29,4452924
