time_captured,AAPL_Volume
2016-01-20,72008265
2016-01-21,52054521
2016-01-22,65562769
2016-01-25,51196375
2016-01-26,63538305
2016-01-27,132224500
2016-01-28,55557109
2016-01-29,64010141
2016-02-01,40571593
2016-02-02,37081206
2016-02-03,45366710
2016-02-04,46263907
2016-02-05,45853883
2016-02-08,53852284
2016-02-09,44262912
2016-02-10,42244975
2016-02-11,49686210
2016-02-12,40121670
2016-02-16,47490678
2016-02-17,44390173
2016-02-18,38494442
2016-02-19,34485576
2016-02-22,34048195
2016-02-23,31686699
2016-02-24,36155642
2016-02-25,27393905
2016-02-26,28913208
2016-02-29,34876558
2016-03-01,50153943
2016-03-02,33084941
2016-03-03,36792245
2016-03-04,45936485
2016-03-07,35828909
2016-03-08,31274161
2016-03-09,27130729
2016-03-10,33513577
2016-03-11,27200833
2016-03-14,25027426
2016-03-15,40067734
2016-03-16,37893758
2016-03-17,34244593
2016-03-18,43402289
2016-03-21,35180796
2016-03-22,32232567
2016-03-23,25452612
2016-03-24,25480914
2016-03-28,19303557
2016-03-29,30774115
2016-03-30,45159861
2016-03-31,25685672
2016-04-01,25626163
2016-04-04,37243224
2016-04-05,26495312
2016-04-06,26047772
2016-04-07,30881022
2016-04-08,23514462
2016-04-11,28313525
2016-04-12,26812000
2016-04-13,32691799
2016-04-14,25337435
2016-04-15,46418482
2016-04-18,60834027
2016-04-19,32292344
2016-04-20,28666865
2016-04-21,31356434
2016-04-22,33477142
2016-04-25,27950966
2016-04-26,40338403
2016-04-27,113538389
2016-04-28,81990674
2016-04-29,68334434
2016-05-02,47736879
2016-05-03,56533960
2016-05-04,40824776
2016-05-05,35763138
2016-05-06,43458189
2016-05-09,32855251
2016-05-10,33592465
2016-05-11,28539912
2016-05-12,76109795
2016-05-13,44188153
2016-05-16,61140610
2016-05-17,46507449
2016-05-18,41923114
2016-05-19,29693945
2016-05-20,31804564
2016-05-23,37860535
2016-05-24,35036561
2016-05-25,38168760
2016-05-26,56093437
2016-05-27,36229530
2016-05-31,42307212
2016-06-01,29173285
2016-06-02,40191600
2016-06-03,28504888
2016-06-06,23292504
2016-06-07,22409450
2016-06-08,20848131
2016-06-09,26601354
2016-06-10,31712936
2016-06-13,38020494
2016-06-14,31931944
2016-06-15,29445227
2016-06-16,31326815
2016-06-17,61008219
2016-06-20,34411901
2016-06-21,35546358
2016-06-22,29219122
2016-06-23,32240187
2016-06-24,75311356
2016-06-27,46622188
2016-06-28,40444914
2016-06-29,36531006
2016-06-30,35836356
2016-07-01,26026540
2016-07-05,27705210
2016-07-06,30949090
2016-07-07,25139558
2016-07-08,28912103
2016-07-11,23794945
2016-07-12,24167463
2016-07-13,25892171
2016-07-14,38918997
2016-07-15,30136990
2016-07-18,36493867
2016-07-19,23779924
2016-07-20,26275968
2016-07-21,32702028
2016-07-22,28313669
2016-07-25,40382921
2016-07-26,56239822
2016-07-27,92344820
2016-07-28,39869839
2016-07-29,27733688
2016-08-01,38167871
2016-08-02,33816556
2016-08-03,30202641
2016-08-04,27408650
2016-08-05,40553402
2016-08-08,28037220
2016-08-09,26315204
2016-08-10,24008505
2016-08-11,27484506
2016-08-12,18660434
2016-08-15,25868209
2016-08-16,33794448
2016-08-17,25355976
2016-08-18,21984703
2016-08-19,25368072
2016-08-22,25820230
2016-08-23,21257669
2016-08-24,23675081
2016-08-25,25086248
2016-08-26,27766291
2016-08-29,24970300
2016-08-30,24863945
2016-08-31,29662406
2016-09-01,26701523
2016-09-02,26334858
2016-09-06,26880391
2016-09-07,42364328
2016-09-08,53002026
2016-09-09,46556984
2016-09-12,45292770
2016-09-13,62176190
2016-09-14,112340318
2016-09-15,90613177
2016-09-16,79886911
2016-09-19,47023046
2016-09-20,34514269
2016-09-21,36003185
2016-09-22,31073984
2016-09-23,52481151
2016-09-26,29869442
2016-09-27,24607412
2016-09-28,29641085
2016-09-29,35886990
2016-09-30,36379106
2016-10-03,21701760
2016-10-04,29736835
2016-10-05,21453089
2016-10-06,28779313
2016-10-07,24358443
2016-10-10,36235956
2016-10-11,64041043
2016-10-12,37586787
2016-10-13,35192406
2016-10-14,35652191
2016-10-17,23624896
2016-10-18,24553478
2016-10-19,20034594
2016-10-20,24125801
2016-10-21,23192665
2016-10-24,23538673
2016-10-25,48128970
2016-10-26,66134219
2016-10-27,34562045
2016-10-28,37861662
2016-10-31,26419398
2016-11-01,43825812
2016-11-02,28331709
2016-11-03,26932602
2016-11-04,30836997
2016-11-07,32560000
2016-11-08,24254179
2016-11-09,59176361
2016-11-10,57134541
2016-11-11,34143898
2016-11-14,51175504
2016-11-15,32264510
2016-11-16,58840522
2016-11-17,26964598
2016-11-18,28428917
2016-11-21,29264571
2016-11-22,25965534
2016-11-23,27426394
2016-11-25,11475922
2016-11-28,27193983
2016-11-29,28528750
2016-11-30,36162258
2016-12-01,37086862
2016-12-02,26527997
2016-12-05,34324540
2016-12-06,26195462
2016-12-07,29998719
2016-12-08,27068316
2016-12-09,34402627
2016-12-12,26374377
2016-12-13,43733811
2016-12-14,34031834
2016-12-15,46524544
2016-12-16,44351134
2016-12-19,27779423
2016-12-20,21424965
2016-12-21,23783165
2016-12-22,26085854
2016-12-23,14249484
2016-12-27,18296855
2016-12-28,20905892
2016-12-29,15039519
2016-12-30,30586265
2017-01-03,28781865
2017-01-04,21118116
2017-01-05,22193587
2017-01-06,31751900
2017-01-09,33561948
2017-01-10,24462051
2017-01-11,27588593
2017-01-12,27086220
2017-01-13,26111948
2017-01-17,34439843
2017-01-18,23712961
2017-01-19,25597291
2017-01-20,32597892
2017-01-23,22050218
2017-01-24,23211038
2017-01-25,32586673
2017-01-26,26337576
2017-01-27,20562944
2017-01-30,30377503
2017-01-31,49200993
2017-02-01,111985040
2017-02-02,33710411
2017-02-03,24507301
2017-02-06,26845924
2017-02-07,38183841
2017-02-08,23004072
2017-02-09,28349859
2017-02-10,20065458
2017-02-13,23035421
2017-02-14,33226223
2017-02-15,35623100
2017-02-16,22584555
2017-02-17,22198197
2017-02-21,24507156
2017-02-22,20836932
2017-02-23,20788186
2017-02-24,21776585
2017-02-27,20257426
2017-02-28,23482860
2017-03-01,36414585
2017-03-02,26210984
2017-03-03,21571121
2017-03-06,21750044
2017-03-07,17446297
2017-03-08,18707236
2017-03-09,22155904
2017-03-10,19612801
2017-03-13,17421717
2017-03-14,15309065
2017-03-15,25691774
2017-03-16,19231998
2017-03-17,43884952
2017-03-20,21542038
2017-03-21,39529912
2017-03-22,25860165
2017-03-23,20346301
2017-03-24,22395563
2017-03-27,23575094
2017-03-28,33374805
2017-03-29,29189955
2017-03-30,21207252
2017-03-31,19661651
2017-04-03,19985714
2017-04-04,19891354
2017-04-05,27717854
2017-04-06,21149034
2017-04-07,16672198
2017-04-10,18933397
2017-04-11,30379376
2017-04-12,20350000
2017-04-13,17822880
2017-04-17,16582094
2017-04-18,14697544
2017-04-19,17328375
2017-04-20,23319562
2017-04-21,17320928
2017-04-24,17134333
2017-04-25,18871501
2017-04-26,20041241
2017-04-27,14246347
2017-04-28,20860358
2017-05-01,33602943
2017-05-02,45352194
2017-05-03,45697034
2017-05-04,23371872
2017-05-05,27327725
2017-05-08,48752413
2017-05-09,39130363
2017-05-10,25805692
2017-05-11,27255058
2017-05-12,32527017
2017-05-15,26009719
2017-05-16,20048478
2017-05-17,50767678
2017-05-18,33568215
2017-05-19,26960788
2017-05-22,22966437
2017-05-23,19918871
2017-05-24,19219154
2017-05-25,19235598
2017-05-26,21927637
2017-05-30,20126851
2017-05-31,24451164
2017-06-01,16404088
2017-06-02,27770715
2017-06-05,25331662
2017-06-06,26624926
2017-06-07,21069647
2017-06-08,21250798
2017-06-09,64882657
2017-06-12,72307330
2017-06-13,34165445
2017-06-14,31531232
2017-06-15,32165373
2017-06-16,50361093
2017-06-19,32541404
2017-06-20,24900073
2017-06-21,21265751
2017-06-22,19106294
2017-06-23,35439389
2017-06-26,25692361
2017-06-27,24761891
2017-06-28,22082432
2017-06-29,31499368
2017-06-30,23024107
2017-07-03,14277848
2017-07-05,21569557
2017-07-06,24128782
2017-07-07,19201712
2017-07-10,21090636
2017-07-11,19781836
2017-07-12,24884478
2017-07-13,25199373
2017-07-14,20132061
2017-07-17,23793456
2017-07-18,17868792
2017-07-19,20922969
2017-07-20,17243748
2017-07-21,26252630
2017-07-24,21493160
2017-07-25,18853932
2017-07-26,15780951
2017-07-27,32476337
2017-07-28,17213653
2017-07-31,19845920
2017-08-01,35368645
2017-08-02,69936800
2017-08-03,27097296
2017-08-04,20559852
2017-08-07,21870321
2017-08-08,36205896
2017-08-09,26131530
2017-08-10,40804273
2017-08-11,26257096
2017-08-14,22122734
2017-08-15,29465487
2017-08-16,27671612
2017-08-17,27940565
2017-08-18,27428069
2017-08-21,26368528
2017-08-22,21604585
2017-08-23,19399081
2017-08-24,19818918
2017-08-25,25480063
2017-08-28,25965972
2017-08-29,29516910
2017-08-30,27269584
2017-08-31,26785096
2017-09-01,16591051
2017-09-05,29536314
2017-09-06,21651726
2017-09-07,21928502
2017-09-08,28611535
2017-09-11,31580798
2017-09-12,71714046
2017-09-13,44907361
2017-09-14,23760749
2017-09-15,49114602
2017-09-18,28269435
2017-09-19,20810632
2017-09-20,52951364
2017-09-21,37511661
2017-09-22,46645443
2017-09-25,44387336
2017-09-26,36660045
2017-09-27,25182779
2017-09-28,22005455
2017-09-29,26299810
2017-10-02,18698842
2017-10-03,16230293
2017-10-04,20163750
2017-10-05,21283769
2017-10-06,17407558
2017-10-09,16262923
2017-10-10,15617014
2017-10-11,16905640
2017-10-12,16125054
2017-10-13,16394188
2017-10-16,24121452
2017-10-17,18997275
2017-10-18,16374164
2017-10-19,42584166
2017-10-20,23974146
2017-10-23,21984327
2017-10-24,17757230
2017-10-25,21207098
2017-10-26,17000469
2017-10-27,44454160
2017-10-30,44700772
2017-10-31,36046828
2017-11-01,33637762
2017-11-02,41393373
2017-11-03,59398631
2017-11-06,35026306
2017-11-07,24361485
2017-11-08,24409527
2017-11-09,29482596
2017-11-10,25145500
2017-11-13,16982080
2017-11-14,24782487
2017-11-15,29158070
2017-11-16,23637484
2017-11-17,21899544
2017-11-20,16262447
2017-11-21,25131295
2017-11-22,25588925
2017-11-24,14026673
2017-11-27,20716802
2017-11-28,26428802
2017-11-29,41666364
2017-11-30,41527218
2017-12-01,39759288
2017-12-04,32542385
2017-12-05,27350154
2017-12-06,28560000
2017-12-07,25673308
2017-12-08,23355231
2017-12-11,35273759
2017-12-12,19409230
2017-12-13,23818447
2017-12-14,20476541
2017-12-15,40169307
2017-12-18,29421114
2017-12-19,27436447
2017-12-20,23475649
2017-12-21,20949896
2017-12-22,16349444
2017-12-26,33185536
2017-12-27,21498213
2017-12-28,16480187
2017-12-29,25999922
