time_captured,UNH_Low
2016-12-09,157.71
2016-12-12,157.75
2016-12-13,160.06
2016-12-14,158.72
2016-12-15,159.43
2016-12-16,161.19
2016-12-19,161.22
2016-12-20,161.41
2016-12-21,159.62
2016-12-22,160.27
2016-12-23,160.55
2016-12-27,162.45
2016-12-28,161.32
2016-12-29,160.39
2016-12-30,159.85
2017-01-03,159.15
2017-01-04,159.74
2017-01-05,161.51
2017-01-06,161.11
2017-01-09,160.78
2017-01-10,160.5
2017-01-11,160.61
2017-01-12,160.89
2017-01-13,161.41
2017-01-17,157.51
2017-01-18,156.09
2017-01-19,157.24
2017-01-20,157.81
2017-01-23,156.56
2017-01-24,159.1
2017-01-25,160.35
2017-01-26,161.25
2017-01-27,162.62
2017-01-30,161.31
2017-01-31,160.01
2017-02-01,162.03
2017-02-02,160.26
2017-02-03,160.21
2017-02-06,160.22
2017-02-07,159.54
2017-02-08,159.41
2017-02-09,159.56
2017-02-10,160.1
2017-02-13,160.69
2017-02-14,161.25
2017-02-15,162.58
2017-02-16,162.33
2017-02-17,156.49
2017-02-21,157.52
2017-02-22,159.64
2017-02-23,160.69
2017-02-24,161.74
2017-02-27,162.81
2017-02-28,164.9
2017-03-01,166.35
2017-03-02,166.96
2017-03-03,166.62
2017-03-06,167.13
2017-03-07,167.93
2017-03-08,166.8
2017-03-09,167.74
2017-03-10,168.06
2017-03-13,169.55
2017-03-14,168.5
2017-03-15,169.29
2017-03-16,170.22
2017-03-17,169.59
2017-03-20,167.92
2017-03-21,167.06
2017-03-22,165.63
2017-03-23,164.77
2017-03-24,164.35
2017-03-27,163.31
2017-03-28,163.84
2017-03-29,162.74
2017-03-30,163.46
2017-03-31,163.75
2017-04-03,164.25
2017-04-04,164.79
2017-04-05,165.22
2017-04-06,164.84
2017-04-07,164.62
2017-04-10,165.28
2017-04-11,164.6
2017-04-12,164.6
2017-04-13,164.67
2017-04-17,164.96
2017-04-18,167.7
2017-04-19,168.69
2017-04-20,168.37
2017-04-21,170.47
2017-04-24,171.7
2017-04-25,173.19
2017-04-26,173.98
2017-04-27,174.02
2017-04-28,173.91
2017-05-01,174.09
2017-05-02,170.27
2017-05-03,171.86
2017-05-04,172.38
2017-05-05,173.31
2017-05-08,173.57
2017-05-09,172.73
2017-05-10,172.46
2017-05-11,171.67
2017-05-12,171.52
2017-05-15,170.23
2017-05-16,167.25
2017-05-17,166.65
2017-05-18,167.87
2017-05-19,170.25
2017-05-22,172.6
2017-05-23,173.71
2017-05-24,174.52
2017-05-25,175.94
2017-05-26,177.0
2017-05-30,176.24
2017-05-31,174.92
2017-06-01,175.19
2017-06-02,178.34
2017-06-05,179.16
2017-06-06,178.48
2017-06-07,179.65
2017-06-08,180.98
2017-06-09,180.86
2017-06-12,176.42
2017-06-13,179.14
2017-06-14,180.94
2017-06-15,180.09
2017-06-16,180.38
2017-06-19,180.76
2017-06-20,182.22
2017-06-21,182.71
2017-06-22,184.78
2017-06-23,184.14
2017-06-26,183.39
2017-06-27,184.22
2017-06-28,185.09
2017-06-29,184.33
2017-06-30,184.93
2017-07-03,185.74
2017-07-05,185.72
2017-07-06,186.15
2017-07-07,187.01
2017-07-10,186.15
2017-07-11,185.09
2017-07-12,186.41
2017-07-13,185.32
2017-07-14,184.77
2017-07-17,185.76
2017-07-18,183.86
2017-07-19,187.51
2017-07-20,188.92
2017-07-21,190.6
2017-07-24,190.64
2017-07-25,190.3
2017-07-26,189.38
2017-07-27,188.46
2017-07-28,187.6
2017-07-31,
2017-08-01,191.62
2017-08-02,192.14
2017-08-03,193.01
2017-08-04,194.6
2017-08-07,193.9
2017-08-08,194.08
2017-08-09,194.16
2017-08-10,192.4
2017-08-11,192.66
2017-08-14,192.9
2017-08-15,193.81
2017-08-16,192.83
2017-08-17,192.66
2017-08-18,190.63
2017-08-21,190.88
2017-08-22,191.56
2017-08-23,193.72
2017-08-24,194.21
2017-08-25,194.14
2017-08-28,194.36
2017-08-29,194.33
2017-08-30,195.2
2017-08-31,196.39
2017-09-01,198.36
2017-09-05,198.71
2017-09-06,197.63
2017-09-07,197.07
2017-09-08,197.0
2017-09-11,198.78
2017-09-12,196.91
2017-09-13,197.78
2017-09-14,197.09
2017-09-15,197.2
2017-09-18,197.51
2017-09-19,192.39
2017-09-20,194.06
2017-09-21,194.9
2017-09-22,188.25
2017-09-25,190.92
2017-09-26,192.04
2017-09-27,191.74
2017-09-28,193.51
2017-09-29,194.48
2017-10-02,196.33
2017-10-03,197.26
2017-10-04,198.43
2017-10-05,196.56
2017-10-06,197.51
2017-10-09,195.78
2017-10-10,193.67
2017-10-11,193.78
2017-10-12,192.73
2017-10-13,186.0
2017-10-16,191.36
2017-10-17,196.37
2017-10-18,203.68
2017-10-19,202.7
2017-10-20,203.69
2017-10-23,205.8
2017-10-24,205.88
2017-10-25,207.07
2017-10-26,207.58
2017-10-27,208.54
2017-10-30,209.38
2017-10-31,207.8
2017-11-01,208.92
2017-11-02,209.01
2017-11-03,210.1
2017-11-06,211.8
2017-11-07,210.89
2017-11-08,210.7
2017-11-09,209.13
2017-11-10,210.2
2017-11-13,209.94
2017-11-14,210.92
2017-11-15,209.62
2017-11-16,209.9
2017-11-17,209.15
2017-11-20,209.58
2017-11-21,210.75
2017-11-22,210.76
2017-11-24,211.0
2017-11-27,211.81
2017-11-28,212.51
2017-11-29,217.36
2017-11-30,222.29
2017-12-01,221.08
2017-12-04,221.4
2017-12-05,219.16
2017-12-06,219.03
2017-12-07,218.19
2017-12-08,220.22
2017-12-11,222.04
2017-12-12,221.26
2017-12-13,221.23
2017-12-14,221.01
2017-12-15,220.63
2017-12-18,222.19
2017-12-19,220.85
2017-12-20,221.73
2017-12-21,221.37
2017-12-22,218.45
2017-12-26,219.09
2017-12-27,219.25
2017-12-28,220.15
2017-12-29,220.46
